year,games_type,host_country,host_city,athletes,teams,competitions,country,gold,silver,bronze
1992,Summer,Spain,Barcelona,9356,169,257,Colombia,0,0,1
1992,Summer,Spain,Barcelona,9356,169,257,Croatia,0,1,2
1992,Summer,Spain,Barcelona,9356,169,257,Cuba,14,6,11
1992,Summer,Spain,Barcelona,9356,169,257,Czechoslovakia,4,2,1
1992,Summer,Spain,Barcelona,9356,169,257,Democratic People's Republic of Korea,4,0,5
1992,Summer,Spain,Barcelona,9356,169,257,Denmark,1,1,4
1992,Summer,Spain,Barcelona,9356,169,257,Estonia,1,0,1
1992,Summer,Spain,Barcelona,9356,169,257,Ethiopia,1,0,2
1992,Summer,Spain,Barcelona,9356,169,257,Finland,1,2,2
1992,Summer,Spain,Barcelona,9356,169,257,France,8,5,16
1992,Summer,Spain,Barcelona,9356,169,257,Germany,33,21,28
1992,Summer,Spain,Barcelona,9356,169,257,Ghana,0,0,1
1992,Summer,Spain,Barcelona,9356,169,257,Greece,2,0,0
1992,Summer,Spain,Barcelona,9356,169,257,Hungary,11,12,7
1992,Summer,Spain,Barcelona,9356,169,257,Independent Olympic Athletes,0,1,2
1992,Summer,Spain,Barcelona,9356,169,257,Indonesia,2,2,1
1992,Summer,Spain,Barcelona,9356,169,257,Ireland,1,1,0
1992,Summer,Spain,Barcelona,9356,169,257,Islamic Republic of Iran,0,1,2
1992,Summer,Spain,Barcelona,9356,169,257,Israel,0,1,1
1992,Summer,Spain,Barcelona,9356,169,257,Italy,6,5,8
1992,Summer,Spain,Barcelona,9356,169,257,Jamaica,0,3,1
1992,Summer,Spain,Barcelona,9356,169,257,Japan,3,8,11
1992,Summer,Spain,Barcelona,9356,169,257,Kenya,2,4,2
1992,Summer,Spain,Barcelona,9356,169,257,Latvia,0,2,1
1992,Summer,Spain,Barcelona,9356,169,257,Lithuania,1,0,1
1992,Summer,Spain,Barcelona,9356,169,257,Malaysia,0,0,1
1992,Summer,Spain,Barcelona,9356,169,257,Mexico,0,1,0
1992,Summer,Spain,Barcelona,9356,169,257,Mongolia,0,0,2
1992,Summer,Spain,Barcelona,9356,169,257,Morocco,1,1,1
1992,Summer,Spain,Barcelona,9356,169,257,Namibia,0,2,0
1992,Summer,Spain,Barcelona,9356,169,257,Netherlands,2,6,7
1992,Summer,Spain,Barcelona,9356,169,257,New Zealand,1,4,5
1992,Summer,Spain,Barcelona,9356,169,257,Nigeria,0,3,1
1992,Summer,Spain,Barcelona,9356,169,257,Norway,2,4,1
1992,Summer,Spain,Barcelona,9356,169,257,Pakistan,0,0,1
1992,Summer,Spain,Barcelona,9356,169,257,People's Republic of China,16,22,16
1992,Summer,Spain,Barcelona,9356,169,257,Peru,0,1,0
1992,Summer,Spain,Barcelona,9356,169,257,Philippines,0,0,1
1992,Summer,Spain,Barcelona,9356,169,257,Poland,3,6,10
1992,Summer,Spain,Barcelona,9356,169,257,Puerto Rico,0,0,1
1992,Summer,Spain,Barcelona,9356,169,257,Qatar,0,0,1
1992,Summer,Spain,Barcelona,9356,169,257,Republic of Korea,12,5,12
1992,Summer,Spain,Barcelona,9356,169,257,Romania,4,6,8
1992,Summer,Spain,Barcelona,9356,169,257,Slovenia,0,0,2
1992,Summer,Spain,Barcelona,9356,169,257,South Africa,0,2,0
1992,Summer,Spain,Barcelona,9356,169,257,Spain,13,7,2
1992,Summer,Spain,Barcelona,9356,169,257,Suriname,0,0,1
1992,Summer,Spain,Barcelona,9356,169,257,Sweden,1,7,4
1992,Summer,Spain,Barcelona,9356,169,257,Switzerland,1,0,0
1992,Summer,Spain,Barcelona,9356,169,257,Thailand,0,0,1
1992,Summer,Spain,Barcelona,9356,169,257,Turkey,2,2,2
1992,Summer,Spain,Barcelona,9356,169,257,Unified Team,45,38,29
1992,Summer,Spain,Barcelona,9356,169,257,United Kingdom,5,3,12
1992,Summer,Spain,Barcelona,9356,169,257,United States of America,37,34,37
1992,Winter,France,Albertville,1801,64,57,Austria,6,7,8
1992,Winter,France,Albertville,1801,64,57,Canada,2,3,2
1992,Winter,France,Albertville,1801,64,57,Czechoslovakia,0,0,3
1992,Winter,France,Albertville,1801,64,57,Democratic People's Republic of Korea,0,0,1
1992,Winter,France,Albertville,1801,64,57,Finland,3,1,3
1992,Winter,France,Albertville,1801,64,57,France,3,5,1
1992,Winter,France,Albertville,1801,64,57,Germany,10,10,6
1992,Winter,France,Albertville,1801,64,57,Italy,4,6,4
1992,Winter,France,Albertville,1801,64,57,Japan,1,2,4
1992,Winter,France,Albertville,1801,64,57,Luxembourg,0,2,0
1992,Winter,France,Albertville,1801,64,57,Netherlands,1,1,2
1992,Winter,France,Albertville,1801,64,57,New Zealand,0,1,0
1992,Winter,France,Albertville,1801,64,57,Norway,9,6,5
1992,Winter,France,Albertville,1801,64,57,People's Republic of China,0,3,0
1992,Winter,France,Albertville,1801,64,57,Republic of Korea,2,1,1
1992,Winter,France,Albertville,1801,64,57,Spain,0,0,1
1992,Winter,France,Albertville,1801,64,57,Sweden,1,0,3
1992,Winter,France,Albertville,1801,64,57,Switzerland,1,0,2
1992,Winter,France,Albertville,1801,64,57,Unified Team,9,6,8
1992,Winter,France,Albertville,1801,64,57,United States of America,5,4,2
1988,Summer,Republic of Korea,Seoul,8397,159,237,Argentina,0,1,1
1988,Summer,Republic of Korea,Seoul,8397,159,237,Australia,3,6,5
1988,Summer,Republic of Korea,Seoul,8397,159,237,Austria,1,0,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Belgium,0,0,2
1988,Summer,Republic of Korea,Seoul,8397,159,237,Brazil,1,2,3
1988,Summer,Republic of Korea,Seoul,8397,159,237,Bulgaria,10,12,13
1988,Summer,Republic of Korea,Seoul,8397,159,237,Canada,3,2,5
1988,Summer,Republic of Korea,Seoul,8397,159,237,Chile,0,1,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Colombia,0,0,1
1988,Summer,Republic of Korea,Seoul,8397,159,237,Costa Rica,0,1,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Czechoslovakia,3,3,2
1988,Summer,Republic of Korea,Seoul,8397,159,237,Denmark,2,1,1
1988,Summer,Republic of Korea,Seoul,8397,159,237,Djibouti,0,0,1
1988,Summer,Republic of Korea,Seoul,8397,159,237,Federal Republic of Germany,11,14,15
1988,Summer,Republic of Korea,Seoul,8397,159,237,Finland,1,1,2
1988,Summer,Republic of Korea,Seoul,8397,159,237,France,6,4,6
1988,Summer,Republic of Korea,Seoul,8397,159,237,German Democratic Republic (Germany),37,35,30
1988,Summer,Republic of Korea,Seoul,8397,159,237,Greece,0,0,1
1988,Summer,Republic of Korea,Seoul,8397,159,237,Hungary,11,6,6
1988,Summer,Republic of Korea,Seoul,8397,159,237,Indonesia,0,1,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Islamic Republic of Iran,0,1,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Italy,6,4,4
1988,Summer,Republic of Korea,Seoul,8397,159,237,Jamaica,0,2,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Japan,4,3,7
1988,Summer,Republic of Korea,Seoul,8397,159,237,Kenya,5,2,2
1988,Summer,Republic of Korea,Seoul,8397,159,237,Mexico,0,0,2
1988,Summer,Republic of Korea,Seoul,8397,159,237,Mongolia,0,0,1
1988,Summer,Republic of Korea,Seoul,8397,159,237,Morocco,1,0,2
1988,Summer,Republic of Korea,Seoul,8397,159,237,Netherlands,2,2,5
1988,Summer,Republic of Korea,Seoul,8397,159,237,Netherlands Antilles,0,1,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,New Zealand,3,2,8
1988,Summer,Republic of Korea,Seoul,8397,159,237,Norway,2,3,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Pakistan,0,0,1
1988,Summer,Republic of Korea,Seoul,8397,159,237,People's Republic of China,5,11,12
1988,Summer,Republic of Korea,Seoul,8397,159,237,Peru,0,1,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Philippines,0,0,1
1988,Summer,Republic of Korea,Seoul,8397,159,237,Poland,2,5,9
1988,Summer,Republic of Korea,Seoul,8397,159,237,Portugal,1,0,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Republic of Korea,12,10,11
1988,Summer,Republic of Korea,Seoul,8397,159,237,Romania,7,11,6
1988,Summer,Republic of Korea,Seoul,8397,159,237,Senegal,0,1,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Spain,1,1,2
1988,Summer,Republic of Korea,Seoul,8397,159,237,Suriname,1,0,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Sweden,0,4,7
1988,Summer,Republic of Korea,Seoul,8397,159,237,Switzerland,0,2,2
1988,Summer,Republic of Korea,Seoul,8397,159,237,Thailand,0,0,1
1988,Summer,Republic of Korea,Seoul,8397,159,237,Turkey,1,1,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,USSR,55,31,46
1988,Summer,Republic of Korea,Seoul,8397,159,237,United Kingdom,5,10,9
1988,Summer,Republic of Korea,Seoul,8397,159,237,United States of America,36,31,27
1988,Summer,Republic of Korea,Seoul,8397,159,237,"Virgin Islands, US",0,1,0
1988,Summer,Republic of Korea,Seoul,8397,159,237,Yugoslavia,3,4,5
1988,Winter,Canada,Calgary,1423,57,46,Austria,3,5,2
1988,Winter,Canada,Calgary,1423,57,46,Canada,0,2,3
1988,Winter,Canada,Calgary,1423,57,46,Czechoslovakia,0,1,2
1988,Winter,Canada,Calgary,1423,57,46,Federal Republic of Germany,2,4,2
1988,Winter,Canada,Calgary,1423,57,46,Finland,4,1,2
1988,Winter,Canada,Calgary,1423,57,46,France,1,0,1
1988,Winter,Canada,Calgary,1423,57,46,German Democratic Republic (Germany),9,10,6
1988,Winter,Canada,Calgary,1423,57,46,Italy,2,1,2
1988,Winter,Canada,Calgary,1423,57,46,Japan,0,0,1
1988,Winter,Canada,Calgary,1423,57,46,Liechtenstein,0,0,1
1988,Winter,Canada,Calgary,1423,57,46,Netherlands,3,2,2
1988,Winter,Canada,Calgary,1423,57,46,Norway,0,3,2
1988,Winter,Canada,Calgary,1423,57,46,Sweden,4,0,2
1988,Winter,Canada,Calgary,1423,57,46,Switzerland,5,5,5
1988,Winter,Canada,Calgary,1423,57,46,USSR,11,9,9
1988,Winter,Canada,Calgary,1423,57,46,United States of America,2,1,3
1988,Winter,Canada,Calgary,1423,57,46,Yugoslavia,0,2,1
1984,Summer,United States,Los Angeles,6829,140,221,Algeria,0,0,2
1984,Summer,United States,Los Angeles,6829,140,221,Australia,4,8,12
1984,Summer,United States,Los Angeles,6829,140,221,Austria,1,1,1
1984,Summer,United States,Los Angeles,6829,140,221,Belgium,1,1,2
1984,Summer,United States,Los Angeles,6829,140,221,Brazil,1,5,2
1984,Summer,United States,Los Angeles,6829,140,221,Cameroon,0,0,1
1984,Summer,United States,Los Angeles,6829,140,221,Canada,10,18,16
1984,Summer,United States,Los Angeles,6829,140,221,Chinese Taipei,0,0,1
1984,Summer,United States,Los Angeles,6829,140,221,Colombia,0,1,0
1984,Summer,United States,Los Angeles,6829,140,221,Côte d'Ivoire,0,1,0
1984,Summer,United States,Los Angeles,6829,140,221,Denmark,0,3,3
1984,Summer,United States,Los Angeles,6829,140,221,Dominican Republic,0,0,1
1984,Summer,United States,Los Angeles,6829,140,221,Egypt,0,1,0
1984,Summer,United States,Los Angeles,6829,140,221,Federal Republic of Germany,17,19,23
1984,Summer,United States,Los Angeles,6829,140,221,Finland,4,2,6
1984,Summer,United States,Los Angeles,6829,140,221,France,5,7,16
1984,Summer,United States,Los Angeles,6829,140,221,Greece,0,1,1
1984,Summer,United States,Los Angeles,6829,140,221,Iceland,0,0,1
1984,Summer,United States,Los Angeles,6829,140,221,Ireland,0,1,0
1984,Summer,United States,Los Angeles,6829,140,221,Italy,14,6,12
1984,Summer,United States,Los Angeles,6829,140,221,Jamaica,0,1,2
1984,Summer,United States,Los Angeles,6829,140,221,Japan,10,8,14
1984,Summer,United States,Los Angeles,6829,140,221,Kenya,1,0,2
1984,Summer,United States,Los Angeles,6829,140,221,Mexico,2,3,1
1984,Summer,United States,Los Angeles,6829,140,221,Morocco,2,0,0
1984,Summer,United States,Los Angeles,6829,140,221,Netherlands,5,2,6
1984,Summer,United States,Los Angeles,6829,140,221,New Zealand,8,1,2
1984,Summer,United States,Los Angeles,6829,140,221,Nigeria,0,1,1
1984,Summer,United States,Los Angeles,6829,140,221,Norway,0,1,2
1984,Summer,United States,Los Angeles,6829,140,221,Pakistan,1,0,0
1984,Summer,United States,Los Angeles,6829,140,221,People's Republic of China,15,8,9
1984,Summer,United States,Los Angeles,6829,140,221,Peru,0,1,0
1984,Summer,United States,Los Angeles,6829,140,221,Portugal,1,0,2
1984,Summer,United States,Los Angeles,6829,140,221,Puerto Rico,0,1,1
1984,Summer,United States,Los Angeles,6829,140,221,Republic of Korea,6,6,7
1984,Summer,United States,Los Angeles,6829,140,221,Romania,20,16,17
1984,Summer,United States,Los Angeles,6829,140,221,Spain,1,2,2
1984,Summer,United States,Los Angeles,6829,140,221,Sweden,2,11,6
1984,Summer,United States,Los Angeles,6829,140,221,Switzerland,0,4,4
1984,Summer,United States,Los Angeles,6829,140,221,Syrian Arab Republic,0,1,0
1984,Summer,United States,Los Angeles,6829,140,221,Thailand,0,1,0
1984,Summer,United States,Los Angeles,6829,140,221,Turkey,0,0,3
1984,Summer,United States,Los Angeles,6829,140,221,United Kingdom,5,11,21
1984,Summer,United States,Los Angeles,6829,140,221,United States of America,83,61,30
1984,Summer,United States,Los Angeles,6829,140,221,Venezuela,0,0,3
1984,Summer,United States,Los Angeles,6829,140,221,Yugoslavia,7,4,7
1984,Summer,United States,Los Angeles,6829,140,221,Zambia,0,0,1
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Austria,0,0,1
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Canada,2,1,1
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Czechoslovakia,0,2,4
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Federal Republic of Germany,2,1,1
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Finland,4,3,6
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,France,0,1,2
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,German Democratic Republic (Germany),9,9,6
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Italy,2,0,0
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Japan,0,1,0
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Liechtenstein,0,0,2
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Norway,3,2,4
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Sweden,4,2,2
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Switzerland,2,2,1
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,USSR,6,10,9
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,United Kingdom,1,0,0
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,United States of America,4,4,0
1984,Winter,Yugoslavia,Sarajevo,1272,49,39,Yugoslavia,0,1,0
1980,Summer,USSR,Moscow,5179,80,203,Australia,2,2,5
1980,Summer,USSR,Moscow,5179,80,203,Austria,1,2,1
1980,Summer,USSR,Moscow,5179,80,203,Belgium,1,0,0
1980,Summer,USSR,Moscow,5179,80,203,Brazil,2,0,2
1980,Summer,USSR,Moscow,5179,80,203,Bulgaria,8,16,17
1980,Summer,USSR,Moscow,5179,80,203,Cuba,8,7,5
1980,Summer,USSR,Moscow,5179,80,203,Czechoslovakia,2,3,9
1980,Summer,USSR,Moscow,5179,80,203,Democratic People's Republic of Korea,0,3,2
1980,Summer,USSR,Moscow,5179,80,203,Denmark,2,1,2
1980,Summer,USSR,Moscow,5179,80,203,Ethiopia,2,0,2
1980,Summer,USSR,Moscow,5179,80,203,Finland,3,1,4
1980,Summer,USSR,Moscow,5179,80,203,France,6,5,3
1980,Summer,USSR,Moscow,5179,80,203,German Democratic Republic (Germany),47,37,42
1980,Summer,USSR,Moscow,5179,80,203,Greece,1,0,2
1980,Summer,USSR,Moscow,5179,80,203,Guyana,0,0,1
1980,Summer,USSR,Moscow,5179,80,203,Hungary,7,10,15
1980,Summer,USSR,Moscow,5179,80,203,India,1,0,0
1980,Summer,USSR,Moscow,5179,80,203,Ireland,0,1,1
1980,Summer,USSR,Moscow,5179,80,203,Italy,8,3,4
1980,Summer,USSR,Moscow,5179,80,203,Jamaica,0,0,3
1980,Summer,USSR,Moscow,5179,80,203,Lebanon,0,0,1
1980,Summer,USSR,Moscow,5179,80,203,Mexico,0,1,3
1980,Summer,USSR,Moscow,5179,80,203,Mongolia,0,2,2
1980,Summer,USSR,Moscow,5179,80,203,Netherlands,0,1,2
1980,Summer,USSR,Moscow,5179,80,203,Poland,3,14,15
1980,Summer,USSR,Moscow,5179,80,203,Romania,6,6,13
1980,Summer,USSR,Moscow,5179,80,203,Spain,1,3,2
1980,Summer,USSR,Moscow,5179,80,203,Sweden,3,3,6
1980,Summer,USSR,Moscow,5179,80,203,Switzerland,2,0,0
1980,Summer,USSR,Moscow,5179,80,203,USSR,80,69,46
1980,Summer,USSR,Moscow,5179,80,203,Uganda,0,1,0
1980,Summer,USSR,Moscow,5179,80,203,United Kingdom,5,7,9
1980,Summer,USSR,Moscow,5179,80,203,United Republic of Tanzania,0,2,0
1980,Summer,USSR,Moscow,5179,80,203,Venezuela,0,1,0
1980,Summer,USSR,Moscow,5179,80,203,Yugoslavia,2,3,4
1980,Summer,USSR,Moscow,5179,80,203,Zimbabwe,1,0,0
1980,Winter,United States,Lake Placid,1072,37,38,Austria,3,2,2
1980,Winter,United States,Lake Placid,1072,37,38,Bulgaria,0,0,1
1980,Winter,United States,Lake Placid,1072,37,38,Canada,0,1,1
1980,Winter,United States,Lake Placid,1072,37,38,Czechoslovakia,0,0,1
1980,Winter,United States,Lake Placid,1072,37,38,Federal Republic of Germany,0,2,3
1980,Winter,United States,Lake Placid,1072,37,38,Finland,1,5,3
1980,Winter,United States,Lake Placid,1072,37,38,France,0,0,1
1980,Winter,United States,Lake Placid,1072,37,38,German Democratic Republic (Germany),9,7,7
1980,Winter,United States,Lake Placid,1072,37,38,Hungary,0,1,0
1980,Winter,United States,Lake Placid,1072,37,38,Italy,0,2,0
1980,Winter,United States,Lake Placid,1072,37,38,Japan,0,1,0
1980,Winter,United States,Lake Placid,1072,37,38,Liechtenstein,2,2,0
1980,Winter,United States,Lake Placid,1072,37,38,Netherlands,1,2,1
1980,Winter,United States,Lake Placid,1072,37,38,Norway,1,3,6
1980,Winter,United States,Lake Placid,1072,37,38,Sweden,3,0,1
1980,Winter,United States,Lake Placid,1072,37,38,Switzerland,1,1,3
1980,Winter,United States,Lake Placid,1072,37,38,USSR,10,6,6
1980,Winter,United States,Lake Placid,1072,37,38,United Kingdom,1,0,0
1980,Winter,United States,Lake Placid,1072,37,38,United States of America,6,4,2
1976,Summer,Canada,Montreal,6084,92,198,Australia,0,1,4
1976,Summer,Canada,Montreal,6084,92,198,Austria,0,0,1
1976,Summer,Canada,Montreal,6084,92,198,Belgium,0,3,3
1976,Summer,Canada,Montreal,6084,92,198,Bermuda,0,0,1
1976,Summer,Canada,Montreal,6084,92,198,Brazil,0,0,2
1976,Summer,Canada,Montreal,6084,92,198,Bulgaria,6,9,7
1976,Summer,Canada,Montreal,6084,92,198,Canada,0,5,6
1976,Summer,Canada,Montreal,6084,92,198,Cuba,6,4,3
1976,Summer,Canada,Montreal,6084,92,198,Czechoslovakia,2,2,4
1976,Summer,Canada,Montreal,6084,92,198,Democratic People's Republic of Korea,1,1,0
1976,Summer,Canada,Montreal,6084,92,198,Denmark,1,0,2
1976,Summer,Canada,Montreal,6084,92,198,Federal Republic of Germany,10,12,17
1976,Summer,Canada,Montreal,6084,92,198,Finland,4,2,0
1976,Summer,Canada,Montreal,6084,92,198,France,2,3,4
1976,Summer,Canada,Montreal,6084,92,198,German Democratic Republic (Germany),40,25,25
1976,Summer,Canada,Montreal,6084,92,198,Hungary,4,5,13
1976,Summer,Canada,Montreal,6084,92,198,Islamic Republic of Iran,0,1,1
1976,Summer,Canada,Montreal,6084,92,198,Italy,2,7,4
1976,Summer,Canada,Montreal,6084,92,198,Jamaica,1,1,0
1976,Summer,Canada,Montreal,6084,92,198,Japan,9,6,10
1976,Summer,Canada,Montreal,6084,92,198,Mexico,1,0,1
1976,Summer,Canada,Montreal,6084,92,198,Mongolia,0,1,0
1976,Summer,Canada,Montreal,6084,92,198,Netherlands,0,2,3
1976,Summer,Canada,Montreal,6084,92,198,New Zealand,2,1,1
1976,Summer,Canada,Montreal,6084,92,198,Norway,1,1,0
1976,Summer,Canada,Montreal,6084,92,198,Pakistan,0,0,1
1976,Summer,Canada,Montreal,6084,92,198,Poland,7,6,13
1976,Summer,Canada,Montreal,6084,92,198,Portugal,0,2,0
1976,Summer,Canada,Montreal,6084,92,198,Puerto Rico,0,0,1
1976,Summer,Canada,Montreal,6084,92,198,Republic of Korea,1,1,4
1976,Summer,Canada,Montreal,6084,92,198,Romania,4,9,14
1976,Summer,Canada,Montreal,6084,92,198,Spain,0,2,0
1976,Summer,Canada,Montreal,6084,92,198,Sweden,4,1,0
1976,Summer,Canada,Montreal,6084,92,198,Switzerland,1,1,2
1976,Summer,Canada,Montreal,6084,92,198,Thailand,0,0,1
1976,Summer,Canada,Montreal,6084,92,198,Trinidad and Tobago,1,0,0
1976,Summer,Canada,Montreal,6084,92,198,USSR,49,41,35
1976,Summer,Canada,Montreal,6084,92,198,United Kingdom,3,5,5
1976,Summer,Canada,Montreal,6084,92,198,United States of America,34,35,25
1976,Summer,Canada,Montreal,6084,92,198,Venezuela,0,1,0
1976,Summer,Canada,Montreal,6084,92,198,Yugoslavia,2,3,3
1976,Winter,Austria,Innsbruck,1123,37,37,Austria,2,2,2
1976,Winter,Austria,Innsbruck,1123,37,37,Canada,1,1,1
1976,Winter,Austria,Innsbruck,1123,37,37,Czechoslovakia,0,1,0
1976,Winter,Austria,Innsbruck,1123,37,37,Federal Republic of Germany,2,5,3
1976,Winter,Austria,Innsbruck,1123,37,37,Finland,2,4,1
1976,Winter,Austria,Innsbruck,1123,37,37,France,0,0,1
1976,Winter,Austria,Innsbruck,1123,37,37,German Democratic Republic (Germany),7,5,7
1976,Winter,Austria,Innsbruck,1123,37,37,Italy,1,2,1
1976,Winter,Austria,Innsbruck,1123,37,37,Liechtenstein,0,0,2
1976,Winter,Austria,Innsbruck,1123,37,37,Netherlands,1,2,3
1976,Winter,Austria,Innsbruck,1123,37,37,Norway,3,3,1
1976,Winter,Austria,Innsbruck,1123,37,37,Sweden,0,0,2
1976,Winter,Austria,Innsbruck,1123,37,37,Switzerland,1,3,1
1976,Winter,Austria,Innsbruck,1123,37,37,USSR,13,6,8
1976,Winter,Austria,Innsbruck,1123,37,37,United Kingdom,1,0,0
1976,Winter,Austria,Innsbruck,1123,37,37,United States of America,3,3,4
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Argentina,0,1,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Australia,8,7,2
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Austria,0,1,2
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Belgium,0,2,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Brazil,0,0,2
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Bulgaria,6,10,5
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Canada,0,2,3
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Colombia,0,1,2
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Cuba,3,1,4
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Czechoslovakia,2,4,2
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Democratic People's Republic of Korea,1,1,3
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Denmark,1,0,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Ethiopia,0,0,2
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Federal Republic of Germany,13,11,16
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Finland,3,1,4
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,France,2,4,7
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,German Democratic Republic (Germany),20,23,23
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Ghana,0,0,1
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Greece,0,2,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Hungary,6,13,16
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,India,0,0,1
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Islamic Republic of Iran,0,2,1
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Italy,5,3,10
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Jamaica,0,0,1
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Japan,13,8,8
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Kenya,2,3,4
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Lebanon,0,1,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Mexico,0,1,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Mongolia,0,1,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Netherlands,3,1,1
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,New Zealand,1,1,1
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Niger,0,0,1
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Nigeria,0,0,1
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Norway,2,1,1
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Pakistan,0,1,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Poland,7,5,9
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Republic of Korea,0,1,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Romania,3,6,7
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Spain,0,0,1
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Sweden,4,6,6
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Switzerland,0,3,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Tunisia,0,1,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Turkey,0,1,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,USSR,50,27,22
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Uganda,1,1,0
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,United Kingdom,4,5,9
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,United States of America,33,31,30
1972,Summer,Federal Republic of Germany,Munich,7134,121,195,Yugoslavia,2,1,2
1972,Winter,Japan,Sapporo,1006,35,35,Austria,1,2,2
1972,Winter,Japan,Sapporo,1006,35,35,Canada,0,1,0
1972,Winter,Japan,Sapporo,1006,35,35,Czechoslovakia,1,0,2
1972,Winter,Japan,Sapporo,1006,35,35,Federal Republic of Germany,3,1,1
1972,Winter,Japan,Sapporo,1006,35,35,Finland,0,4,1
1972,Winter,Japan,Sapporo,1006,35,35,France,0,1,2
1972,Winter,Japan,Sapporo,1006,35,35,German Democratic Republic (Germany),4,3,7
1972,Winter,Japan,Sapporo,1006,35,35,Italy,2,2,1
1972,Winter,Japan,Sapporo,1006,35,35,Japan,1,1,1
1972,Winter,Japan,Sapporo,1006,35,35,Netherlands,4,3,2
1972,Winter,Japan,Sapporo,1006,35,35,Norway,2,5,5
1972,Winter,Japan,Sapporo,1006,35,35,Poland,1,0,0
1972,Winter,Japan,Sapporo,1006,35,35,Spain,1,0,0
